age,income,loan_amount,credit_score,employment_length,delinquencies,default
22,65515,17864,607,10,3,1
25,101080,14793,659,2,0,1
32,69164,19360,640,0,1,1
37,73734,16498,704,10,2,1
49,51739,12300,624,12,3,1
34,55113,1000,665,2,1,1
45,79692,19217,606,11,4,1
45,100173,12010,584,8,2,0
32,89758,21223,662,2,2,1
40,76104,18853,587,12,0,1
32,60703,12218,706,12,3,1
48,64194,23183,691,3,4,1
41,44929,16638,596,13,1,1
23,31036,16309,664,4,2,1
36,37464,13895,596,11,0,1
51,60996,28468,537,16,1,1
33,54160,9293,608,18,0,1
39,30611,12418,646,5,3,1
40,59253,5101,686,6,4,1
24,53631,20813,660,1,0,1
40,36543,10342,713,19,3,1
21,52596,11239,581,6,2,1
28,53580,10864,623,16,3,1
45,47667,15501,765,18,2,0
38,78533,4993,514,9,4,0
31,21941,1000,618,13,0,0
39,20284,18661,574,9,0,1
34,60065,1000,636,11,1,1
35,61922,21833,619,4,3,1
41,68084,27468,692,16,0,1
27,49220,13686,667,2,0,1
35,41641,25395,558,13,3,1
31,59853,14805,608,18,2,1
19,51168,27793,649,16,3,1
25,91021,11350,701,15,1,0
50,53515,1000,820,13,0,1
38,58936,14360,699,18,2,1
21,109508,28663,579,17,0,1
19,56104,19279,643,5,2,1
33,71123,10877,662,12,4,1
50,72926,17631,613,8,0,1
33,74628,22768,682,5,1,1
48,65789,14315,491,16,4,1
38,63876,36011,688,0,1,1
39,62006,10860,616,2,1,0
21,48480,23020,642,2,3,1
44,66510,21095,752,4,0,1
31,100572,9401,561,10,0,1
43,84213,11604,669,18,4,1
26,66078,23144,705,19,4,1
36,77116,16158,661,18,4,1
38,42616,17704,537,15,0,1
33,54789,1912,744,9,2,0
39,78956,20247,635,15,4,1
32,89743,17298,613,5,4,1
28,44582,14488,628,13,1,1
51,50328,17887,623,0,2,1
45,103627,11726,566,18,0,1
27,61925,10264,661,19,0,0
40,96467,13064,608,14,1,0
27,64137,11286,696,3,1,1
23,64923,32444,686,5,4,1
45,53890,22294,763,14,0,1
18,78851,7252,635,9,2,0
44,87155,31290,593,10,2,1
32,39299,11537,547,8,0,1
32,52950,15235,803,16,2,0
39,78301,22179,696,3,4,1
40,57409,1000,601,8,0,1
26,50132,13103,768,4,0,1
42,80190,10413,744,13,0,0
36,82069,16640,555,5,0,0
22,51007,17960,597,5,4,1
33,64247,14381,640,3,0,1
48,35830,14010,575,17,1,1
51,42090,23521,643,4,4,1
42,62483,17411,699,17,4,1
23,60628,15331,553,18,0,1
39,40662,16182,670,19,1,1
43,45680,29687,731,6,0,1
42,38699,16381,678,13,0,1
42,69101,10884,644,16,4,1
38,20647,1000,603,1,1,1
34,39768,3528,708,1,3,1
28,22741,11263,567,4,0,1
18,68380,14132,666,19,1,0
38,23945,10555,651,1,1,0
36,60634,17809,728,15,2,1
40,92790,10451,609,16,4,0
21,93468,7684,615,18,1,0
41,23881,19901,563,10,3,1
55,65968,25955,680,10,2,1
35,40220,6142,620,14,3,1
34,36137,16949,589,12,1,1
38,57730,1000,596,15,2,1
55,84565,3203,687,7,3,0
24,71993,10289,572,18,2,1
37,45697,24079,579,8,3,1
27,74100,8770,712,4,0,0
29,20000,8471,638,15,1,1
34,44941,15288,716,12,0,1
48,43522,15296,624,0,0,1
53,61566,8718,649,3,0,1
39,55943,30889,660,0,1,1
31,57170,12877,747,11,1,1
59,56505,15908,741,17,3,1
30,60448,11785,730,6,2,1
29,70802,18519,605,2,3,0
18,62986,24879,580,17,4,1
48,54312,28309,703,14,3,1
44,68034,8901,746,10,2,1
59,76522,23806,731,3,4,1
21,48879,19397,650,13,1,1
49,58811,22796,700,7,4,1
35,83238,14264,702,4,0,1
43,37944,13503,660,5,4,1
18,96094,22485,663,1,1,0
49,33216,22637,656,9,3,1
42,53092,27525,594,15,1,1
34,40996,16588,601,16,1,1
41,103758,14144,600,14,1,1
27,49932,1000,538,17,3,1
29,49983,2109,660,19,0,0
30,52585,11845,647,4,0,1
18,61912,6191,703,8,4,1
43,53431,21513,738,6,0,1
46,57342,4519,742,13,3,1
27,20000,10989,749,16,1,1
38,61143,11303,597,17,1,0
32,60356,24637,549,1,1,1
38,80771,10134,715,10,1,0
28,86181,18619,746,2,3,1
26,56245,16565,758,6,4,1
45,76324,22226,683,9,1,0
34,37968,21801,510,12,0,1
55,75346,14732,675,15,0,1
35,48550,1429,688,19,3,0
25,36306,13146,737,6,4,1
47,56288,14840,750,11,0,1
41,88009,17288,713,1,2,0
42,63620,9099,608,2,1,0
46,89929,24127,577,19,1,1
28,45025,15108,687,18,4,1
33,80957,7636,594,18,1,1
33,46956,11334,753,5,1,1
22,64506,30428,530,13,0,1
32,64333,20315,689,4,4,1
48,73229,23387,672,13,4,1
37,65014,6667,635,9,4,1
21,45216,9489,585,18,1,1
19,77606,9548,505,7,0,1
51,94633,16475,612,12,4,1
34,48323,13607,614,13,3,1
28,23295,11084,727,15,1,1
32,69986,12087,595,1,0,1
20,53376,8647,681,9,3,0
49,57377,13561,559,9,4,1
31,71123,23905,683,4,0,1
48,50872,2894,493,16,2,0
35,54622,17771,796,16,2,0
49,57997,26040,640,1,2,1
37,89395,13534,454,13,1,1
43,60601,10768,599,17,1,1
42,35286,22393,588,5,1,1
41,36082,7126,604,12,4,1
38,62784,14818,624,12,4,1
32,37411,6681,603,0,0,1
54,28753,1000,592,16,3,1
25,72710,13784,568,15,2,0
35,73689,4892,707,5,1,1
35,52637,14906,734,6,0,1
39,65873,23920,632,15,3,1
30,63762,29834,648,16,1,1
38,72048,15748,571,1,0,1
33,72094,23153,654,7,4,1
19,20000,18191,666,12,4,1
35,55190,11935,634,2,2,0
23,70358,1000,677,19,2,0
18,51790,28011,671,4,2,1
36,60724,6607,576,17,0,0
39,75013,26062,733,1,0,1
40,61618,19294,635,17,1,1
40,90158,7191,767,0,1,0
18,82539,17495,679,13,0,1
21,57628,32063,787,7,0,1
54,56039,27285,732,9,4,1
24,20000,10898,665,2,4,1
41,53469,9304,599,13,1,0
28,32934,15801,600,12,3,1
35,64424,13675,687,6,0,1
28,63057,24597,660,9,4,1
40,73917,20916,608,11,4,1
36,87933,1462,708,13,0,1
30,59474,18669,652,10,1,1
24,105608,13567,708,1,1,0
37,64649,15296,581,10,0,1
22,33795,16991,719,6,1,1
39,48758,24589,685,8,3,1
61,52545,22822,733,7,3,1
48,71842,9002,718,7,0,0
42,41055,14531,644,4,1,1
34,54040,11411,638,6,4,1
18,56779,1545,774,14,4,1
21,51037,14125,629,4,2,1
47,76228,29758,702,15,3,1
27,72826,1303,623,8,1,1
28,83331,14807,519,12,4,1
33,53379,14550,564,2,2,1
24,84050,17301,678,4,3,1
22,32720,7298,699,18,1,1
34,32232,3599,678,16,0,1
26,35723,3971,730,1,2,1
27,60184,25647,677,18,2,1
27,84047,7138,595,16,2,0
40,47957,11003,691,2,4,1
32,50466,31837,661,4,3,1
33,55679,9125,609,3,1,1
40,71456,17739,683,17,2,1
33,50447,23510,655,17,0,1
32,49331,23125,607,14,3,0
39,33092,4347,637,5,0,1
41,48565,9293,748,18,0,1
33,83549,17418,746,16,2,0
35,61818,30432,663,17,4,1
27,45202,8907,654,7,1,0
26,84722,11051,549,14,0,1
42,48295,18356,770,13,0,1
39,88399,19957,722,3,4,1
39,88072,20442,702,11,3,1
37,61120,8229,490,10,2,1
35,30029,10743,652,11,4,1
41,105790,16724,641,6,0,1
44,67745,25098,697,13,3,1
44,53522,13092,618,17,1,1
33,79122,14821,633,12,1,0
48,74046,6792,693,17,4,1
37,86218,29905,595,15,4,1
41,46753,16234,609,6,4,1
37,66369,23622,663,14,0,1
37,36282,15239,743,13,3,0
27,73326,15682,706,18,1,1
42,59541,2997,725,6,1,0
63,65620,1000,654,3,0,1
31,57073,25015,754,13,2,0
35,54980,15624,528,12,4,1
30,42635,16651,791,12,1,1
30,75808,5007,800,14,2,1
50,89794,7775,681,10,3,0
28,48866,23498,708,0,3,1
30,71070,28921,647,17,1,1
19,68643,10029,635,5,0,1
27,60161,20371,607,4,4,1
18,29468,16520,646,16,2,1
41,33968,14035,688,15,3,1
62,44380,29815,679,10,2,1
31,20000,11374,789,13,1,1
18,88160,24925,657,1,1,1
43,67354,18051,545,5,3,1
27,59400,14864,765,4,4,1
47,20000,25976,564,8,1,1
32,23522,17321,610,7,0,1
28,59953,14228,669,1,0,1
33,99409,26035,679,13,2,1
42,46027,24994,548,11,1,1
32,77275,24615,597,7,4,1
30,50401,1000,546,17,1,1
33,61104,18521,693,7,2,1
22,84293,16696,732,2,1,1
38,53080,14721,564,16,2,1
18,46197,19878,719,2,3,1
30,88361,17084,715,1,3,1
42,60911,20422,603,9,3,1
38,81824,12856,511,11,2,1
40,46295,26985,575,5,2,1
34,88133,21231,608,16,1,1
46,65472,19340,757,5,4,1
44,68695,18949,641,19,3,0
39,62632,24258,579,12,4,1
44,49890,23173,660,3,3,1
42,59966,14097,559,8,0,1
30,51148,22922,686,1,1,1
21,79190,16392,581,16,2,1
39,55938,30335,591,12,1,1
40,30069,23781,676,8,4,1
45,26411,9995,772,13,2,1
25,25465,33645,803,12,1,0
25,72359,1000,577,11,2,0
39,36969,20098,608,7,1,1
34,66001,9430,686,7,0,0
18,62731,30057,731,5,4,1
38,58705,17022,498,15,4,1
18,68768,8649,656,9,3,0
25,63166,12868,615,9,1,1
48,20000,9288,515,14,4,1
53,53527,12553,556,10,1,1
22,68502,12370,610,19,4,1
31,92805,8990,654,4,4,1
35,93729,17160,720,0,0,1
52,32736,18129,674,8,1,1
30,53005,7029,716,10,3,1
30,28677,1733,651,16,1,1
50,90397,17487,600,12,4,1
31,80257,19255,637,18,3,1
42,67011,20841,698,1,1,1
20,63321,19409,722,10,3,1
33,87612,27581,639,16,0,1
18,84226,22976,584,10,1,1
24,83160,36438,673,5,0,1
43,69133,39805,683,15,0,1
34,53015,1000,736,17,3,1
31,75342,1000,602,5,0,1
27,76320,14940,603,11,3,1
32,56187,19033,702,16,0,0
38,52975,14392,621,3,4,1
44,82666,20628,618,0,4,1
18,93282,12838,737,14,1,1
26,45012,9448,554,15,2,1
36,54732,10656,793,3,3,0
34,67018,13398,607,11,2,1
39,69731,21748,710,14,0,1
37,49552,11106,642,19,4,1
31,97670,12688,668,16,4,1
29,68441,19561,631,4,2,1
32,70627,13409,709,11,2,0
46,95177,23933,625,14,0,1
27,51018,7643,609,5,3,1
34,58231,5909,776,3,2,1
36,34933,17437,652,8,1,1
50,56552,18234,602,14,1,1
31,30221,8080,545,10,0,1
44,74956,25748,780,12,3,1
47,68399,30399,611,13,0,1
34,54458,9977,794,19,2,0
32,57991,26898,677,12,4,1
31,75229,1000,660,2,0,1
32,37284,23608,661,8,0,1
43,64083,8137,805,3,3,0
37,73990,22808,496,15,4,1
37,24354,7309,665,19,0,0
23,73698,14452,631,15,1,0
25,26518,8519,635,4,3,1
56,57648,13288,660,13,2,1
33,36732,29639,631,0,2,1
27,88624,14136,663,5,1,1
49,36857,31882,648,6,2,1
37,26996,11913,558,9,0,1
40,62667,26934,676,6,4,1
33,51725,1994,700,8,2,1
31,29907,12707,612,0,1,1
33,70516,10711,780,16,1,0
21,20170,27301,743,7,1,1
34,39275,16481,709,16,2,1
37,48495,1000,708,1,0,0
53,76044,4518,652,17,3,0
35,85909,6898,729,12,0,0
18,82055,22472,759,4,1,1
34,56934,21440,706,15,4,1
62,20000,12596,610,14,2,1
43,67817,10611,647,14,4,1
26,89411,20731,690,17,3,0
40,84675,5963,708,19,3,1
27,69258,18661,644,3,0,1
21,36209,17980,610,5,2,1
31,49493,12803,760,0,1,1
35,98676,18181,574,1,0,1
18,31665,15816,584,2,0,1
23,37043,18979,557,13,0,1
35,78851,4327,583,12,0,1
30,51376,19916,737,0,2,1
38,36364,23212,739,8,0,1
22,90559,17567,644,2,4,1
42,69221,19809,684,3,2,0
23,52363,14120,649,1,4,1
51,37084,22130,566,10,0,1
18,100948,15521,805,1,0,1
24,59510,5816,746,15,4,1
39,87946,21561,674,18,1,1
51,77872,1926,590,17,3,0
38,49581,17262,634,16,0,1
40,49741,11926,601,15,0,1
35,88926,11414,656,18,2,1
24,89250,16375,671,17,2,0
30,22461,9325,626,4,0,1
22,70995,19097,548,12,0,1
22,57575,15454,799,6,1,1
39,39333,10061,666,16,0,1
23,65234,25705,681,0,4,1
38,33008,16638,620,8,4,1
21,50670,20046,540,7,0,1
37,44030,26332,644,17,2,1
30,50004,26201,627,5,1,1
49,58570,19638,699,17,0,1
38,39688,12578,713,9,3,1
47,91463,3562,703,13,4,1
27,69865,16653,719,10,3,1
35,95891,23756,776,8,4,1
25,56798,17834,677,6,3,0
30,49024,1000,726,5,2,1
32,95168,21960,684,12,4,1
27,48438,22451,516,6,3,1
22,56434,12590,639,17,3,1
20,74400,22906,589,2,3,1
18,35245,20023,666,4,0,1
24,74225,9515,594,0,3,0
41,71666,25170,692,17,3,1
19,85386,4860,718,8,2,0
21,77800,14542,734,0,2,1
52,85999,13743,763,0,4,1
28,57791,8396,532,18,0,1
38,42746,17430,566,17,2,0
41,102199,25482,850,5,3,0
41,29466,24981,720,12,1,1
19,31469,20789,665,5,1,1
32,71302,1432,652,16,0,1
18,92499,4312,646,14,1,1
59,63791,16329,514,8,1,1
19,79986,14726,595,18,4,0
24,20083,11015,642,4,0,1
24,50009,30242,599,19,3,1
20,22521,15846,609,5,0,1
48,75608,19339,829,17,3,1
59,29055,22903,632,17,2,1
30,34443,15439,669,11,2,0
21,70280,35728,666,2,4,1
18,81236,7477,691,15,3,0
32,56820,10151,616,13,0,1
31,71403,7457,737,17,1,1
28,70755,27501,681,4,1,1
37,55691,21416,559,4,3,1
38,38105,10646,642,7,4,1
38,71297,8088,637,7,3,1
31,72261,26079,634,0,2,1
23,77880,17893,685,3,3,1
41,66241,26283,694,9,3,1
35,36630,14518,686,19,0,1
43,73806,19092,673,2,2,1
42,59972,17401,655,4,3,1
20,50345,10007,499,17,3,1
20,54107,13846,704,0,1,1
27,46194,5525,684,1,0,1
24,77776,18952,581,17,1,1
42,31637,21089,669,5,1,1
38,40130,22921,695,6,4,1
45,53424,20332,731,0,3,1
38,92275,13974,685,8,4,1
37,81085,27415,672,19,0,0
46,27183,22138,716,19,3,1
39,87026,26108,628,12,0,1
35,86988,26610,678,13,2,1
49,36519,13995,606,12,1,1
36,20000,18103,727,13,4,1
31,58555,21196,537,10,3,1
26,82448,5806,707,4,2,1
42,91825,5984,651,17,2,0
47,42583,4605,717,17,3,1
34,95039,14135,595,2,3,1
48,20000,12333,656,1,2,0
18,52638,3514,654,15,3,1
34,51655,16194,680,0,3,1
34,83046,14235,576,16,0,1
27,85966,24457,694,19,1,1
58,79084,31103,520,0,4,1
34,32988,18651,603,15,1,1
30,77252,9426,540,2,4,1
35,70180,20173,707,5,2,1
18,26575,15074,678,10,1,1
27,20000,13078,681,13,1,1
44,80759,8107,753,1,2,0
28,56398,11286,627,2,0,0
26,34296,13577,692,5,1,1
48,55836,21432,654,13,3,1
48,67280,19088,643,8,4,1
40,58342,29604,741,5,4,1
30,28960,20394,795,3,1,1
32,97711,18394,619,19,3,1
26,80084,12550,708,14,1,0
25,53292,6700,672,19,4,1
24,54098,10440,673,9,4,1
28,67189,9401,667,16,2,0
24,37407,1000,626,12,3,0
19,66453,6930,399,10,4,1
37,33385,27817,757,9,0,1
37,58589,17948,601,10,1,1
52,36628,11987,633,8,3,1
28,37638,18187,634,12,0,1
37,92914,1000,595,9,3,0
38,61184,17256,666,19,1,1
32,64148,25219,646,17,1,1
42,20000,14031,599,9,4,1
42,48059,1000,660,7,2,1
38,69224,11688,647,15,3,1
32,63882,25234,714,12,3,1
31,20000,17069,556,4,2,1
21,64142,3653,593,16,2,1
26,67331,33941,700,13,4,1
28,85675,4969,605,12,4,1
23,46895,13056,586,15,0,1
39,20000,6700,608,4,2,1
46,40064,6711,642,15,3,1
25,38058,11382,643,2,3,0
37,74734,20089,635,15,2,1
24,20000,25324,578,11,3,1
31,51032,11910,704,11,2,0
28,88515,6918,742,14,0,1
41,60144,18829,516,6,1,1
28,77926,19063,541,15,0,0
45,27164,16923,720,0,3,1
32,27960,17205,759,13,4,1
28,88744,14099,500,15,1,1
22,62024,15785,707,0,3,1
37,62065,13546,764,13,4,1
43,37636,23561,589,15,1,0
37,62015,32827,760,10,4,1
57,37081,16437,637,12,0,1
49,83737,14947,672,1,3,1
31,114556,17046,599,19,0,1
31,69678,9736,720,19,3,1
39,47301,21119,708,15,0,1
26,20000,18529,770,0,4,1
46,26310,11636,750,8,1,1
38,91097,22216,649,16,1,1
37,39416,15151,850,13,2,1
41,52583,7239,744,18,4,1
52,73106,17812,687,12,0,1
36,89645,16895,580,14,1,1
33,56008,22683,542,6,3,1
50,51906,21652,548,16,0,1
44,61432,14126,584,10,4,1
31,47447,11223,746,16,2,1
35,48523,15013,684,4,4,1
36,68237,17906,607,5,2,1
38,63705,18870,640,1,4,1
21,102632,17411,631,13,1,1
19,68776,14273,706,14,2,0
26,83022,22974,588,5,1,1
25,38574,9605,674,7,2,1
28,70503,34835,671,11,1,1
41,45540,21104,590,15,2,1
33,67909,5980,761,6,4,1
36,73770,16481,629,9,0,1
22,60997,21181,580,3,3,1
30,108146,12205,709,16,4,1
40,88559,3038,653,17,0,0
40,83544,6687,678,14,3,0
27,75285,19336,567,16,2,1
36,95267,1000,706,15,3,0
56,31260,3405,802,16,1,0
34,87405,19294,561,8,1,1
28,40175,13219,674,4,1,1
33,48713,9433,595,19,0,1
35,71227,11042,838,0,2,1
33,84664,3233,736,8,4,1
34,36928,18875,669,14,3,1
20,49749,8547,564,15,0,1
25,61950,10713,580,13,2,1
33,56272,17774,702,9,0,1
33,77080,12946,554,18,0,1
29,128718,9362,556,4,3,1
33,68386,1000,650,2,1,0
35,45296,17939,659,12,3,1
43,34069,15631,676,6,0,1
34,53494,10860,619,9,0,1
38,41195,6700,714,9,3,0
29,69350,15102,589,5,1,1
40,69040,18843,693,19,0,1
38,50736,15782,664,7,3,1
43,99699,28104,692,13,3,1
42,45291,20638,732,3,4,1
40,57611,14141,618,19,2,1
34,72783,20906,603,19,2,1
37,77841,15389,531,1,3,1
45,85551,15361,508,12,3,1
28,68569,25370,637,11,3,1
28,81018,7815,642,3,1,1
36,46697,15186,573,15,4,1
39,78361,24517,589,15,3,1
26,78094,17471,756,16,4,1
34,90257,12047,711,12,2,0
34,26631,1350,561,14,2,1
18,41856,1000,619,14,4,1
32,76462,31609,678,15,3,1
33,20000,17468,606,11,3,1
33,69840,10327,593,14,4,1
49,81196,17795,626,1,1,0
22,48472,7418,726,12,0,1
26,51396,12350,732,4,0,0
18,38517,7472,598,8,2,1
30,49569,3693,682,15,4,1
31,50148,1000,649,2,4,1
29,46343,2218,579,15,0,1
46,45246,23170,629,5,0,1
43,54579,7104,561,15,3,1
35,54337,19279,731,15,1,1
31,97482,22653,758,0,2,0
45,52116,15132,621,4,0,0
34,66883,12611,604,16,0,0
26,48462,16064,723,6,2,1
18,48208,11667,735,8,3,1
30,25912,24631,571,0,4,1
42,28572,30012,639,13,2,1
57,35860,26598,645,1,3,1
35,63673,1000,596,5,4,0
27,81523,11503,677,9,2,0
23,24266,15033,601,15,1,1
40,49018,18704,612,9,4,1
18,32662,1181,642,19,0,1
40,54714,1052,545,10,1,1
43,81515,25454,506,5,0,1
39,51062,10527,714,3,3,1
32,59049,3100,598,15,1,1
40,89104,6170,799,9,1,1
36,69158,18123,788,12,3,0
27,44798,8419,614,7,1,1
53,63178,16933,813,5,1,1
31,43449,7170,715,11,2,0
42,68409,1046,604,5,0,0
18,70306,26395,469,19,4,1
47,32656,18185,698,14,4,1
49,63502,12329,652,16,3,1
35,57648,10829,680,5,0,1
40,70893,26719,633,0,2,1
40,76626,19732,569,0,1,1
28,69548,24174,620,17,0,1
40,53936,10330,699,17,4,1
26,78666,15405,625,13,2,1
28,42538,18217,624,11,3,1
46,33589,10599,543,4,3,1
44,20000,14235,656,15,1,1
27,58597,10331,572,10,1,1
27,43569,18192,714,12,4,1
28,67955,4428,598,0,4,1
42,20575,19575,629,10,2,1
25,47056,17485,801,13,2,1
38,69405,13373,628,15,0,1
42,39403,18596,619,2,1,1
34,68185,12080,690,0,0,1
45,48859,9638,525,17,4,1
31,59343,19349,737,6,4,1
32,71903,19696,719,9,0,1
25,79055,10941,686,12,1,1
45,61849,10255,413,9,1,1
27,43719,13536,631,18,4,1
38,50839,10583,560,16,2,1
34,72739,27200,728,7,0,1
24,39574,17531,723,3,2,1
28,56438,15116,677,19,0,1
48,52282,7538,565,14,3,1
37,57932,20911,754,15,4,1
24,39814,10107,631,9,0,1
38,22961,9778,776,9,4,1
33,70414,21180,668,3,3,1
69,79282,18098,685,8,0,1
37,24156,1000,617,10,1,1
31,67378,13737,748,2,0,1
49,81663,16004,692,12,4,1
18,71918,12283,751,12,3,1
35,51666,16282,662,16,1,1
54,41130,1000,646,1,2,1
33,61619,1000,691,4,1,1
18,64955,7196,750,8,2,1
31,61916,17257,721,17,3,1
49,56397,1000,659,4,0,0
38,38346,8251,519,19,3,1
26,68453,1000,706,19,4,0
28,69417,13059,549,1,4,1
29,64016,30663,652,7,0,1
38,62219,13262,641,5,2,1
48,93584,14139,550,9,1,0
45,47512,21713,676,18,3,1
39,85628,15170,800,7,1,0
21,45319,13280,628,13,1,0
21,82179,22413,703,2,0,1
40,84667,18775,814,11,2,0
21,54138,17309,710,7,2,1
32,93219,13889,604,18,2,1
38,69380,12231,666,15,1,1
23,42454,22337,683,4,3,1
24,52516,12308,750,12,3,1
34,82655,24850,734,6,0,1
40,78461,6622,456,8,1,1
45,38839,26470,590,9,3,1
41,57214,18776,645,16,0,1
35,64070,7251,578,5,1,1
27,49847,19071,390,0,4,1
24,107155,9797,599,3,2,0
29,64673,15267,649,16,2,1
39,58763,11106,613,5,3,1
38,83817,13936,580,1,1,0
18,52695,22531,652,8,4,1
27,80148,19148,674,17,0,1
47,26645,5997,617,17,2,1
35,50926,6455,746,18,2,0
20,80981,17166,654,13,1,1
58,91403,17745,588,16,3,1
34,44534,9604,571,15,0,1
38,42203,27730,635,0,3,1
38,71348,21507,727,8,3,1
31,47539,9995,592,10,3,1
27,54628,9221,691,9,1,1
56,77528,13177,656,16,0,1
45,49117,12345,789,19,2,1
43,20691,25049,677,10,4,1
40,33978,22876,601,1,3,1
24,60199,15280,701,7,1,1
47,22731,20423,703,3,2,1
26,54056,21583,622,9,1,1
37,32158,15466,568,4,3,1
18,92798,18220,687,1,2,0
18,103302,19753,654,3,2,1
38,38836,18900,543,9,0,1
26,65135,8769,667,2,3,1
18,40791,9578,605,0,2,1
40,53813,12691,543,5,0,1
56,96069,9346,625,12,0,1
48,50666,3215,739,12,3,1
32,54279,20407,734,7,3,1
35,41149,17771,716,13,2,1
43,82923,4285,668,3,3,1
46,20000,13072,691,14,3,1
31,51144,13525,656,0,3,1
35,59082,16455,572,2,1,1
38,46778,6344,586,18,2,1
40,77270,4168,607,9,4,1
33,84040,19157,748,11,1,1
33,31759,2728,725,7,3,0
48,101869,13138,574,12,4,1
47,31534,12391,653,14,2,1
39,85772,14013,621,15,2,0
52,62996,17021,639,4,0,1
31,49925,27788,612,12,2,1
51,51812,2204,748,15,0,1
40,59329,22012,648,8,0,1
67,64168,1000,665,7,2,0
23,41596,26149,665,12,1,1
28,55321,1000,578,11,1,1
39,44586,34491,657,5,1,1
38,35699,11881,724,19,2,1
54,43653,25323,753,11,3,1
28,37000,23673,569,11,2,1
44,51596,11508,543,4,4,1
46,68649,12122,654,13,2,1
42,62414,8302,727,18,4,1
25,99486,21298,675,14,4,1
49,20000,11612,697,10,2,1
47,69386,8448,554,12,3,1
40,60128,19298,609,4,2,1
37,76313,7822,496,1,4,1
37,74329,12368,640,12,3,1
34,56700,15856,498,3,1,1
41,63453,9860,743,1,1,1
35,45118,11067,758,15,4,1
26,72273,27279,659,8,2,1
24,22422,13366,544,17,3,1
27,75536,12122,676,17,3,1
37,59536,13598,780,2,0,0
34,50258,18635,683,15,1,1
37,55349,6729,732,6,4,1
40,56816,18417,616,14,1,1
28,85946,17046,589,0,4,1
49,124669,1000,645,9,1,0
32,84397,29354,515,12,4,1
30,48693,26686,808,8,2,0
39,72595,8595,659,11,0,1
18,73466,6020,710,0,1,1
27,41496,16824,617,0,4,1
44,34784,3593,541,12,1,1
18,58734,25914,749,8,1,0
46,76154,11252,571,11,0,0
50,27763,27974,674,7,3,1
31,45582,8404,681,0,4,1
37,71453,14102,655,14,4,1
46,60834,25137,595,2,4,1
30,88325,12414,639,15,4,1
43,31772,17176,583,0,4,1
28,107043,23741,706,18,2,1
30,29240,10551,690,5,4,1
27,20000,4906,648,17,3,1
38,58821,3330,610,0,0,0
46,37310,19667,797,9,0,1
33,59224,18110,558,8,0,1
22,58525,23493,541,3,1,1
24,56084,12807,644,9,2,1
38,43151,3554,631,4,3,1
53,68653,1000,726,8,2,1
38,53653,37943,695,7,1,1
31,82073,19215,652,3,3,1
42,56392,16094,685,15,4,1
32,40707,17229,683,10,1,1
31,26245,3549,797,16,1,0
25,56557,8641,667,16,4,1
49,34615,28946,602,5,4,1
18,33000,20266,663,5,1,1
42,70549,8891,466,19,2,1
30,24446,5185,647,6,2,1
30,88243,10874,726,1,3,0
51,63194,12476,692,10,4,1
27,59123,31393,670,19,0,1
28,39304,13493,695,4,2,1
33,75287,5483,727,12,1,1
39,59941,14531,749,6,3,1
30,46278,17114,681,7,2,1
19,63996,4755,627,9,3,1
26,26344,18217,488,2,4,1
47,27293,24671,718,7,3,1
35,37596,16109,686,5,4,1
39,66990,8623,660,16,4,1
32,59934,10769,601,4,3,1
28,80979,1729,717,16,1,0
51,41600,13929,631,0,1,1
33,71493,17486,647,8,1,1
30,57722,7826,646,5,3,1
45,41139,30517,681,8,4,1
27,67706,21338,569,15,1,1
29,58679,1000,689,19,2,0
35,47417,1000,599,14,2,1
35,60839,7127,601,10,3,1
37,57409,27585,711,10,4,1
55,56926,22127,580,19,2,1
38,51748,27989,711,19,1,1
18,33901,15081,657,15,1,1
38,61495,13324,534,3,2,1
35,43945,5019,745,5,2,1
35,39593,17797,671,5,0,1
37,55186,13430,677,4,4,1
34,74680,13122,720,19,4,1
34,63712,27944,754,3,1,1
41,49377,13989,664,17,4,1
29,48573,25647,693,16,1,1
25,72716,2295,675,10,2,0
65,20000,36504,625,6,0,1
27,75947,12013,539,5,3,0
36,22519,20657,665,13,2,1
20,31691,21930,746,13,1,1
36,49714,11021,690,10,1,0
25,103402,21552,575,11,4,1
30,93548,21968,726,16,3,1
45,74129,9294,628,15,0,1
39,67130,9389,503,15,0,0
40,22754,15362,721,5,0,1
18,63135,14076,583,1,1,1
53,49015,26145,774,9,3,1
23,43666,20621,730,6,0,1
50,63096,14436,634,6,1,1
45,50577,19848,682,10,0,1
40,77385,1000,819,18,3,0
26,21280,10077,720,16,4,1
36,61500,17302,666,13,2,1
30,42418,23922,850,14,4,1
35,51807,16598,658,8,3,1
32,66092,26665,690,10,3,1
18,37653,21943,584,8,1,1
46,63284,11093,532,16,4,1
34,55753,13879,629,19,3,1
30,46788,18267,652,8,0,1
29,50588,11410,673,14,0,1
38,56908,27250,550,1,4,1
26,44643,6130,696,8,1,0
18,60141,17528,591,17,2,1
39,54436,20883,692,13,3,1
40,47774,12492,715,10,3,1
33,91796,10689,622,4,0,0
23,68304,14391,582,16,3,0
35,52345,21495,758,19,4,1
20,62917,11001,711,7,1,0
24,39463,6448,660,16,2,1
27,51264,24204,752,11,1,1
43,53598,18194,655,7,3,1
31,35064,23062,606,6,0,1
30,67747,21074,579,10,2,1
54,49887,32439,642,8,2,1
38,52890,23919,704,12,3,1
38,48625,9207,747,2,2,0
31,119181,18762,651,9,4,1
